"","ID","livebirths","ALB","AFB","ALBna","age","agesq","year","wealth","wealthz","mobility","subsist","population","edu","contra","propag","proppast","propcult","propHG","proplab","propfish","propagz","proppastz","propcultz","propHGz","proplabz","propfishz","unitpropcult","unitpropHG","unitproplab","unitpropag","unitproppast","unitpropfish","unitpropcultz","unitpropHGz","unitproplabz","unitpropagz","unitproppastz","unitpropfishz","residence","income","market","occ1","occ2","partocc","land","livestock","dietpropmarket","dietpropHG","dietpropfarm","dietpropfish","dietproppast","urban","residencesub","agediff","ageissue","age1","agediff1","ageissue2"
"14583","U791_0","1",24,"24",24,60,3600,2010,0.296168342,0.296168342,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,4.942,"2",0.5,0,0.5,0,0,"rural","farm",36,0,60,36,0
"14602","U792_0","0",NA,NA,NA,21,441,2010,0.97518853,0.97518853,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.37065,"0",1,0,0,0,0,"rural","farm",NA,NA,NA,NA,0
"14618","U793_0","4",38,"23",38,45,2025,2010,0.598103318,0.598103318,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.44478,"0",1,0,0,0,0,"rural","farm",7,0,45,7,0
"14632","U794_0","1",25,"25",NA,28,784,2010,0.182729894,0.182729894,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.2471,"0",1,0,0,0,0,"rural","farm",3,0,28,3,0
"14651","U795_0","0",NA,NA,NA,19,361,2010,0.676954694,0.676954694,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,3.7065,"0",0.625,0,0.375,0,0,"rural","farm",NA,NA,NA,NA,0
"14661","U796_0","4",34,"26",34,51,2601,2010,0.676954694,0.676954694,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,3.7065,"0",0.75,0,0.25,0,0,"rural","farm",17,0,51,17,0
"14682","U797_0","0",NA,NA,NA,19,361,2010,0.603242888,0.603242888,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,1.43318,"0",1,0,0,0,0,"rural","farm",NA,NA,NA,NA,0
"14691","U798_0","2",26,"25",26,45,2025,2010,0.812316855,0.812316855,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,1.43318,"0",1,0,0,0,0,"rural","farm",19,0,45,19,0
"147110","U799_0","2",26,"24",NA,43,1849,2010,0.430001966,0.430001966,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,7.413,"2",0.75,0,0.25,0,0,"rural","farm",17,0,43,17,0
"14732","U800_0","4",37,"25",NA,42,1764,2010,0.624686202,0.624686202,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,4.942,"1",0.75,0,0.25,0,0,"rural","farm",5,0,42,5,0
"14751","U801_0","5",34,"20",34,73,5329,2010,0.624686202,0.624686202,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,4.942,"1",0.75,0,0.25,0,0,"rural","farm",39,0,73,39,0
"14772","U802_0","5",39,"24",39,77,5929,2010,-1.906460363,-1.906460363,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,NA,"3",0.875,0,0.125,0,0,"rural","farm",38,0,77,38,0
"14791","U803_0","4",33,"22",33,64,4096,2010,-0.338630422,-0.338630422,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","lab",NA,0.22239,"0",1,0,0,0,0,"rural","farm",31,0,64,31,0
"14819","U804_0","5",30,"23",30,67,4489,2010,-1.889037532,-1.889037532,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,2.91578,"1",0.75,0,0.25,0,0,"rural","farm",37,0,67,37,0
"14832","U805_0","0",NA,NA,NA,22,484,2010,0.851193688,0.851193688,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,5.6833,"2",0.75,0,0.25,0,0,"rural","farm",NA,NA,NA,NA,0
"14842","U806_0","5",37,"30",37,48,2304,2010,0.757273853,0.757273853,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.81543,"0",1,0,0,0,0,"rural","farm",11,0,48,11,0
"14862","U807_0","3",29,"23",NA,42,1764,2010,0.885041277,0.885041277,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,2.84165,"1",0.75,0,0.25,0,0,"rural","farm",13,0,42,13,0
"14882","U808_0","2",30,"25",NA,36,1296,2010,-0.052866203,-0.052866203,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,7.413,"3",0.875,0,0.125,0,0,"rural","farm",6,0,36,6,0
"14903","U809_0","2",28,"27",NA,39,1521,2010,0.716620581,0.716620581,0,"Ag","Poland",6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,1.28492,"0",0.875,0,0.125,0,0,"rural","farm",11,0,39,11,0
"14923","U810_0","1",28,"28",NA,33,1089,2010,0.234811239,0.234811239,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.2471,"1",0.875,0,0.125,0,0,"rural","farm",5,0,33,5,0
"14943","U811_0","5",30,"22",30,61,3721,2010,-0.115691089,-0.115691089,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","lab",NA,0.2471,"1",0.875,0,0.125,0,0,"rural","farm",31,0,61,31,0
"14961","U812_0","10",37,"21",37,68,4624,2010,0.440371213,0.440371213,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,3.2123,"0",0.875,0,0.125,0,0,"rural","farm",31,0,68,31,0
"14983","U813_0","4",32,"21",32,58,3364,2010,1.079725514,1.079725514,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,1.68028,"0",0.75,0,0.25,0,0,"rural","farm",26,0,58,26,0
"15001","U814_0","0",NA,NA,NA,27,729,2010,0.357029642,0.357029642,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,1.68028,"0",0.75,0,0.25,0,0,"rural","farm",NA,NA,NA,NA,0
"150110","U815_0","1",20,"20",NA,22,484,2010,0.729223186,0.729223186,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,1.68028,"0",0.75,0,0.25,0,0,"rural","farm",2,0,22,2,0
"15032","U816_0","4",30,"21",30,71,5041,2010,0.087094375,0.087094375,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","ag","ag",NA,2.471,"0",1,0,0,0,0,"urban","market",41,0,71,41,0
"15053","U817_0","2",29,"28",29,72,5184,2010,-2.262235248,-2.262235248,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","lab",NA,0.4942,"0",1,0,0,0,0,"rural","farm",43,0,72,43,0
"15072","U818_0","0",NA,NA,NA,22,484,2010,1.120378785,1.120378785,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.14826,"0",1,0,0,0,0,"rural","farm",NA,NA,NA,NA,0
"15083","U819_0","4",42,"32",42,73,5329,2010,-1.073667799,-1.073667799,0,"Ag","Poland",2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,3.2123,"2",0.75,0,0.25,0,0,"rural","farm",31,0,73,31,0
"151010","U820_0","4",31,"22",31,51,2601,2010,-0.194294563,-0.194294563,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,3.2123,"0",1,0,0,0,0,"rural","farm",20,0,51,20,0
"15123","U821_0","1",24,"24",NA,29,841,2010,0.874413441,0.874413441,0,"Ag","Poland",6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,11.1195,"5",0.75,0,0.25,0,0,"rural","farm",5,0,29,5,0
"15141","U822_0","3",28,"23",NA,31,961,2010,0.612083598,0.612083598,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,1.9768,"0",1,0,0,0,0,"rural","farm",3,0,31,3,0
"15163","U823_0","2",34,"31",NA,38,1444,2010,0.757273853,0.757273853,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.210035,"0",1,0,0,0,0,"rural","farm",4,0,38,4,0
"15181","U824_0","0",NA,NA,NA,22,484,2010,0.562589616,0.562589616,0,"Ag","Poland",6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.37065,"0",1,0,0,0,0,"rural","farm",NA,NA,NA,NA,0
"15193","U825_0","1",23,"23",23,45,2025,2010,0.159818797,0.159818797,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.37065,"0",1,0,0,0,0,"rural","farm",22,0,45,22,0
"152110","U826_0","11",44,"21",44,74,5476,2010,0.046441103,0.046441103,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,6.1775,"19",0.75,0,0.25,0,0,"rural","farm",30,0,74,30,0
"15233","U827_0","4",31,"24",NA,33,1089,2010,0.191631358,0.191631358,0,"Ag","Poland",6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,2.471,"18",0.75,0,0.25,0,0,"rural","farm",2,0,33,2,0
"15252","U828_0","5",38,"20",NA,44,1936,2010,-0.031422889,-0.031422889,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.64246,"0",0.75,0,0.25,0,0,"rural","farm",6,0,44,6,0
"15272","U829_0","0",NA,NA,NA,19,361,2010,-0.031422889,-0.031422889,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.64246,"0",0.75,0,0.25,0,0,"rural","farm",NA,NA,NA,NA,0
"15282","U830_0","2",30,"23",NA,35,1225,2010,0.98402924,0.98402924,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,4.942,"3",0.75,0,0.25,0,0,"rural","farm",5,0,35,5,0
"15301","U831_0","11",46,"24",46,54,2916,2010,1.2393055,1.2393055,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,6.1775,"5",0.75,0,0.25,0,0,"rural","farm",8,0,54,8,0
"15322","U832_0","1",22,"22",NA,22,484,2010,0.615845492,0.615845492,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,6.1775,"5",0.75,0,0.25,0,0,"rural","farm",0,0,22,0,0
"15331","U833_0","2",21,"20",NA,39,1521,2010,0.438842676,0.438842676,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,0.2471,"0",1,0,0,0,0,"rural","farm",18,0,39,18,0
"15352","U834_0","1",21,"21",21,50,2500,2010,-1.754608101,-1.754608101,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,2.471,"0",1,0,0,0,0,"rural","farm",29,0,50,29,0
"15362","U835_0","2",43,"40",43,82,6724,2010,-1.714550637,-1.714550637,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,6.4246,"0",1,0,0,0,0,"rural","farm",39,0,82,39,0
"15382","U836_0","3",34,"25",34,67,4489,2010,-1.880196822,-1.880196822,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,6.9188,"0",0.875,0,0.125,0,0,"rural","farm",33,0,67,33,0
"15402","U837_0","2",30,"25",NA,33,1089,2010,1.181487987,1.181487987,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,2.471,"2",0.75,0,0.25,0,0,"rural","farm",3,0,33,3,0
"15423","U838_0","1",26,"26",NA,33,1089,2010,0.792119514,0.792119514,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,0.34594,"0",1,0,0,0,0,"rural","farm",7,0,33,7,0
"15442","U839_0","1",27,"27",NA,28,784,2010,0.577647388,0.577647388,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","ag",NA,0.185325,"0",1,0,0,0,0,"urban","market",1,0,28,1,0
"15462","U840_0","4",36,"25",36,64,4096,2010,0.577647388,0.577647388,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,0.185325,"0",1,0,0,0,0,"urban","market",28,0,64,28,0
"15483","U841_0","3",26,"21",26,72,5184,2010,0.423616423,0.423616423,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","ag","lab",NA,4.6949,"0",1,0,0,0,0,"urban","market",46,0,72,46,0
"15503","U842_0","3",36,"22",36,47,2209,2010,0.423616423,0.423616423,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","ag","ag",NA,4.6949,"0",1,0,0,0,0,"urban","market",11,0,47,11,0
"15521","U843_0","2",30,"24",30,76,5776,2010,-1.682738075,-1.682738075,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,1.2355,"0",1,0,0,0,0,"urban","market",46,0,76,46,0
"15542","U844_0","5",39,"23",39,78,6084,2010,-0.082836984,-0.082836984,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,0.61775,"0",1,0,0,0,0,"urban","market",39,0,78,39,0
"15561","U845_0","1",24,"24",NA,26,676,2010,1.216075059,1.216075059,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","ag",NA,0.4942,"0",1,0,0,0,0,"urban","market",2,0,26,2,0
"15583","U846_0","3",27,"22",27,48,2304,2010,1.102955954,1.102955954,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","ag",NA,1.53202,"0",1,0,0,0,0,"urban","market",21,0,48,21,0
"15602","U847_0","5",41,"21",41,70,4900,2010,-2.005713015,-2.005713015,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,0.46949,"0",1,0,0,0,0,"urban","market",29,0,70,29,0
"15622","U848_0","5",34,"20",34,63,3969,2010,-1.08014345,-1.08014345,0,"Ag","Poland",6,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,0,"0",1,0,0,0,0,"urban","market",29,0,63,29,0
"15642","U849_0","2",25,"21",NA,26,676,2010,-0.978122387,-0.978122387,0,"Ag","Poland",4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.42007,"0",1,0,0,0,0,"rural","farm",1,0,26,1,0
"15662","U850_0","2",45,"28",45,75,5625,2010,-2.691269609,-2.691269609,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","lab",NA,0.69188,"10",1,0,0,0,0,"rural","farm",30,0,75,30,0
"15682","U851_0","3",30,"24",NA,34,1156,2010,0.95750711,0.95750711,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,1.4826,"1",0.75,0,0.25,0,0,"rural","farm",4,0,34,4,0
"15702","U852_0","3",26,"23",NA,36,1296,2010,0.716620581,0.716620581,0,"Ag","Poland",6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.2471,"0",1,0,0,0,0,"rural","farm",10,0,36,10,0
"15723","U853_0","2",25,"24",25,48,2304,2010,-0.527655401,-0.527655401,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,8.30256,"4",0.5,0,0.5,0,0,"rural","farm",23,0,48,23,0
"15742","U854_0","2",22,"21",22,48,2304,2010,0.748433143,0.748433143,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,2.59455,"0",0.875,0,0.125,0,0,"rural","farm",26,0,48,26,0
"15762","U855_0","7",36,"21",36,64,4096,2010,0.394836961,0.394836961,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","ag",NA,0.4942,"0",1,0,0,0,0,"urban","market",28,0,64,28,0
"15782","U856_0","4",30,"20",30,55,3025,2010,0.632539528,0.632539528,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"town",NA,"high","lab","lab",NA,0.2471,"0",1,0,0,0,0,"urban","market",25,0,55,25,0
"15801","U857_0","2",37,"32",NA,41,1681,2010,0.618559248,0.618559248,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.9884,"0",1,0,0,0,0,"rural","farm",4,0,41,4,0
"15823","U858_0","2",34,"29",34,60,3600,2010,-0.36548977,-0.36548977,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,14.826,"102",0.75,0,0.25,0,0,"rural","farm",26,0,60,26,0
"15841","U859_0","1",33,"33",33,68,4624,2010,0.696164651,0.696164651,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,6.6717,"0",1,0,0,0,0,"rural","farm",35,0,68,35,0
"15862","U860_0","6",32,"22",32,57,3249,2010,0.743612917,0.743612917,0,"Ag","Poland",4,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","lab",NA,1.4826,"4",0.75,0,0.25,0,0,"rural","farm",25,0,57,25,0
"15883","U861_0","1",23,"23",NA,25,625,2010,1.320870632,1.320870632,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.69188,"4",1,0,0,0,0,"rural","farm",2,0,25,2,0
"15903","U862_0","1",26,"26",NA,30,900,2010,0.034577981,0.034577981,0,"Ag","Poland",5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","lab","ag",NA,0.42007,"0",1,0,0,0,0,"rural","farm",4,0,30,4,0
"15922","U863_0","0",NA,NA,NA,23,529,2010,0.821157565,0.821157565,0,"Ag","Poland",7,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,0.34594,"0",0.75,0,0.25,0,0,"rural","farm",NA,NA,NA,NA,0
"15932","U864_0","4",39,"26",39,72,5184,2010,-1.784500548,-1.784500548,0,"Ag","Poland",2,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","lab",NA,6.4246,"0",0.75,0,0.25,0,0,"rural","farm",33,0,72,33,0
"15953","U865_0","5",35,"26",NA,44,1936,2010,0.081286764,0.081286764,0,"Ag","Poland",5,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rural",NA,"high","ag","ag",NA,6.00453,"1",0.75,0,0.25,0,0,"rural","farm",9,0,44,9,0
